epoch,train_loss,train_acc,valid_loss,valid_acc
0,3.273292128204463,0.5278312026247313,0.8645200649897258,0.8166666666666667
1,0.606007363572624,0.8605611494512954,0.44556162481506667,0.865
2,0.3542022723285223,0.8949541803371422,0.35527658810218177,0.8883333333333333
3,0.2768283051149192,0.908247539314402,0.27827061973512174,0.9033333333333333
4,0.24660142251088185,0.9171286344609119,0.2431949080278476,0.9133333333333333
5,0.2027378538194616,0.9297431836180563,0.2560654846330484,0.9083333333333333
6,0.1821196108604667,0.9350605272089603,0.2500907729690274,0.91
7,0.16693171885950672,0.9400950333748161,0.21526710242033004,0.92
8,0.1482118413143938,0.9488064260662971,0.20724237840622664,0.9266666666666666
9,0.1434136869708045,0.9484670211562394,0.20057493423422176,0.9216666666666666
10,0.12524349460428233,0.9549722819323453,0.18088592713077864,0.9266666666666666
11,0.11775902736165403,0.9571784138477203,0.20069914621611437,0.93
12,0.11715375683803016,0.9567258739676434,0.22444910233219464,0.92
13,0.10393421973058278,0.9631745672587396,0.1991553746163845,0.9316666666666666
14,0.10475572446953968,0.9620432175585474,0.2150909056266149,0.9233333333333333
15,0.09828147259937556,0.964305916958932,0.18891407406578462,0.9266666666666666
16,0.08895227966242407,0.9691707206697591,0.1973623227328062,0.93
17,0.07933428910391689,0.9696232605498359,0.19270015253374975,0.9333333333333333
18,0.07951561480066008,0.9713202851001245,0.22819182643045982,0.9283333333333333
19,0.07191069688576758,0.9733567145604707,0.21135977478697895,0.93
20,0.06770613189819968,0.9758456839008938,0.23884615159283082,0.93
21,0.0644977004531215,0.976694196176038,0.22320392491916816,0.93
22,0.06392771905364596,0.9760153863559227,0.1865457491017878,0.935
23,0.05868062502718785,0.978900328091413,0.2175206376550098,0.93
24,0.05836744192831318,0.9796357053965381,0.2587238100978235,0.9266666666666666
