epoch,train_loss,train_acc,valid_loss,valid_acc
0,6.544135033160479,0.10595089942301165,4.577233219146729,0.31166666666666665
1,2.9360171112084714,0.5899423011652902,2.2343693653742474,0.7066666666666667
2,1.4969138451218134,0.797205566240525,1.238154219587644,0.8266666666666667
3,0.9236641402885997,0.8473243579590451,0.8009593894084295,0.85
4,0.6892069050030062,0.8726100237583437,0.6202944268782934,0.8533333333333334
5,0.5074073631025194,0.8930874533318248,0.49287332147359847,0.885
6,0.42610869983267846,0.9039484104536712,0.41088709024091563,0.8966666666666666
7,0.35150654369355977,0.9143568276954407,0.3662747306128343,0.9116666666666666
8,0.3111709956316161,0.9212014933816043,0.32380271951357525,0.9116666666666666
9,0.2645792584469691,0.9278198891277294,0.3146037569269538,0.9083333333333333
10,0.2298204657961063,0.9347211222989026,0.2877442459886273,0.9133333333333333
11,0.21937311118794642,0.9345514198438737,0.2682588219642639,0.9166666666666666
12,0.19405812916543666,0.9400950333748161,0.27182332146912813,0.92
13,0.1745911148159816,0.9460346193008259,0.24248372260481119,0.9216666666666666
14,0.16364705242513294,0.9488629935513067,0.23364886380732058,0.9366666666666666
15,0.15200946348287198,0.9510691254666818,0.22738349940627814,0.93
16,0.14072628240534618,0.9536146622921144,0.21717667616903782,0.9233333333333333
17,0.1306979810743799,0.9568955764226722,0.2185000954195857,0.9283333333333333
18,0.12224047049451824,0.9594976807331146,0.21926968653375903,0.9316666666666666
19,0.11617561034661826,0.9605724629482973,0.23343436416859428,0.9283333333333333
20,0.11034268787650585,0.9634008371987781,0.22158852741122245,0.935
21,0.09894507142448267,0.9660029415092205,0.20425878949463366,0.9316666666666666
22,0.09353480564430566,0.9687747482746917,0.21944154712061087,0.9366666666666666
23,0.08951152944272495,0.9708677452200475,0.19607582616930205,0.9366666666666666
24,0.0860391242278099,0.9710374476750764,0.22920360180238883,0.9266666666666666
