epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.639532005703278,0.8651431157370744,0.2257236783547948,0.92
1,0.15980696676475778,0.94247086774522,0.18722707649382453,0.93
2,0.11424584313257745,0.9585360334879511,0.2155904379983743,0.9383333333333334
3,0.08939150679784469,0.9679262359995474,0.18458335446193813,0.9416666666666667
4,0.08385123257725564,0.9708677452200475,0.24126865587507684,0.9316666666666666
5,0.06413334543278434,0.975958818870913,0.22501412210597968,0.935
6,0.05743576896963054,0.9804842176716824,0.19719651779936007,0.9466666666666667
7,0.047694402969914236,0.982011539766942,0.19533672497103302,0.945
8,0.04459057850311185,0.984670211562394,0.28960129246115685,0.9266666666666666
9,0.040706594110155606,0.9852924538974998,0.3359489269244174,0.9266666666666666
10,0.031282353077312676,0.9885168005430478,0.2911719070650482,0.9416666666666667
11,0.025688691684420523,0.9903835275483652,0.30824664458826495,0.945
12,0.02895202519674925,0.9902703925783459,0.2757549248790989,0.935
13,0.027009962238470943,0.9899875551532978,0.2698247958905995,0.9416666666666667
14,0.02427809373707678,0.9915714447335672,0.30716835892138383,0.9316666666666666
15,0.029117324009228136,0.9887996379680959,0.34239812617500626,0.935
16,0.021458848974942848,0.9915148772485576,0.33014313656215866,0.9316666666666666
17,0.016435896281218994,0.9938341441339518,0.3087948269249561,0.9433333333333334
18,0.015297779806507435,0.9945695214390768,0.4385307066918661,0.93
19,0.011171821397566298,0.9955877361692499,0.4236643828218803,0.9283333333333333
20,0.019964000264524516,0.9923068220386921,0.36473242338591566,0.9483333333333334
21,0.015591727082662045,0.9941169815589999,0.347056291019544,0.9466666666666667
22,0.01584644747019448,0.9945695214390768,0.38114377523161236,0.9416666666666667
23,0.01251586385199565,0.9950220613191537,0.47626724844255175,0.945
24,0.01453048939818919,0.9941169815589999,0.4686678801837843,0.93
