epoch,train_loss,train_acc,valid_loss,valid_acc
0,1.0342879479038511,0.5726892182373572,0.7861567010482152,0.7216666666666667
1,0.6359705153816034,0.7999773730059961,0.5955097754796346,0.795
2,0.47402688453930886,0.8493607874193914,0.4865312233567238,0.8316666666666667
3,0.38299576338498165,0.8750424256137572,0.42212214370568596,0.8433333333333334
4,0.33018867941730257,0.8900328091413056,0.3774366391201814,0.8566666666666667
5,0.28499149118347505,0.9034393030885847,0.3431329679985841,0.8666666666666667
6,0.26658621263498633,0.9077949994343252,0.3007323816418648,0.8866666666666667
7,0.2385064890945992,0.9176377418259984,0.2842666776229938,0.8933333333333333
8,0.22421374035334746,0.9230682203869216,0.27275241576135156,0.9
9,0.21052078930874973,0.9299128860730852,0.24764006348947684,0.9083333333333333
10,0.19379428738125687,0.9340988799637968,0.2400570247322321,0.9166666666666666
11,0.1819954047120525,0.9403778707998642,0.2290174774825573,0.9233333333333333
12,0.17870788324579204,0.9399253309197874,0.21665910482406617,0.915
13,0.16479708912995947,0.9445638646905758,0.21603703002134958,0.9183333333333333
14,0.1573792215601488,0.9482407512162009,0.20268163718283178,0.925
15,0.15632920013535195,0.9473922389410567,0.2024521498630444,0.9283333333333333
16,0.14820647291271838,0.9506165855866048,0.2047458998238047,0.93
17,0.13700623917679453,0.9539540672021722,0.19615614706029494,0.9283333333333333
18,0.14044359775808202,0.9522570426518837,0.19397526619335015,0.9316666666666666
19,0.1274579340670629,0.9577440886978165,0.1844996213912964,0.9333333333333333
20,0.1191359974299773,0.958253196062903,0.19213246020178001,0.9233333333333333
21,0.1286053338637785,0.9551985518723838,0.1798177522296707,0.9366666666666666
22,0.12375677121833299,0.9583097635479126,0.1815566082795461,0.9333333333333333
23,0.11616866326814917,0.9601199230682204,0.17831918479253847,0.94
24,0.11110321276327349,0.9631745672587396,0.1727653954178095,0.9366666666666666
