epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.5108565790362725,0.8296187351510352,0.38060069307684896,0.85
1,0.24506994476684119,0.9181468491910849,0.25054800442109504,0.9
2,0.18158204804813852,0.9401516008598257,0.21167920908580223,0.9233333333333333
3,0.14996497495733568,0.9475053739110759,0.20716372753183046,0.9266666666666666
4,0.12279428996163426,0.9594976807331146,0.1950548010567824,0.9283333333333333
5,0.11267480474175716,0.9623826224686051,0.1854693186469376,0.9316666666666666
6,0.09714283126402473,0.9678696685145378,0.17473188129564127,0.935
7,0.08698012170775173,0.9719990949202398,0.18522612378001213,0.9383333333333334
8,0.07654442597782872,0.9757891164158842,0.1913518556083242,0.9383333333333334
9,0.06811996820451366,0.9787306256363842,0.17920830864459275,0.9383333333333334
10,0.06045477150090478,0.9808801900667496,0.16831255176415047,0.9383333333333334
11,0.05248300576843224,0.9833691594071727,0.1580435918023189,0.9466666666666667
12,0.04377793001871004,0.9870460459327979,0.17806998941426475,0.9416666666666667
13,0.04152017928232555,0.9872723158728363,0.1840643702695767,0.9433333333333334
14,0.03493648474977653,0.9912886073085191,0.1972954292781651,0.935
15,0.030111427138089487,0.991741147188596,0.22168766409158708,0.9366666666666666
16,0.025635046218299047,0.9940038465889807,0.20894226236268879,0.9416666666666667
17,0.024609787858932426,0.9937210091639326,0.186181018811961,0.9416666666666667
18,0.020455022863533744,0.995135196289173,0.19296562280505897,0.9466666666666667
19,0.016192898519032883,0.9965493834144133,0.2547132122175147,0.935
20,0.017271709110322737,0.9956443036542595,0.2273405152062575,0.9383333333333334
21,0.01448861268222659,0.9968322208394614,0.2193969818763435,0.9416666666666667
22,0.013033270984441328,0.9970019232944903,0.22853436298513163,0.9416666666666667
23,0.011953260379219968,0.9975110306595769,0.22952292730721335,0.945
24,0.01057444950383414,0.9975110306595769,0.22245478917223713,0.9416666666666667
