epoch,train_loss,train_acc,valid_loss,valid_acc
0,7.297531210576427,0.04021948184183731,5.893677775065104,0.13833333333333334
1,4.395649036032432,0.3387261002375834,3.5516292889912924,0.51
2,2.5238938445432084,0.6636497341328205,2.106661820411682,0.7316666666666667
3,1.5751019149145427,0.787758796243919,1.3750126789013544,0.805
4,1.1782675117426213,0.8248670664102274,1.0291954745848975,0.845
5,0.8603128272627446,0.8554700758004299,0.8252180154124896,0.85
6,0.6984348966870619,0.8754949654938341,0.6480766519904136,0.85
7,0.5686957154261579,0.8894671342912094,0.5741474989801645,0.8733333333333333
8,0.4843547465504126,0.8975562846475845,0.472296999891599,0.885
9,0.40822950906782673,0.9057020024889694,0.434265561401844,0.8833333333333333
10,0.3484363060000795,0.9163932571557869,0.3911348016311725,0.9016666666666666
11,0.33129159538896125,0.916223554700758,0.35883159302175044,0.905
12,0.2911261823574118,0.9234076252969793,0.3533435927083095,0.9066666666666666
13,0.2610041680804258,0.9279895915827582,0.30993388084073864,0.915
14,0.24719653799936017,0.929347211222989,0.2911455469205976,0.9216666666666666
15,0.22334323894425961,0.9347211222989026,0.27769178623954455,0.9116666666666666
16,0.20788604807686464,0.9393030885846815,0.2705389923105637,0.9166666666666666
17,0.19487760679688654,0.9408869781649508,0.2619878210127354,0.92
18,0.18477625762789832,0.9434890824753931,0.25633010963598885,0.93
19,0.17505263262966234,0.9435456499604028,0.26435995909074944,0.9183333333333333
20,0.16691506491424624,0.947788211336124,0.2436967128266891,0.9283333333333333
21,0.15277680386979328,0.9508428555266433,0.23431870412702363,0.9266666666666666
22,0.14479751998057314,0.9516913678017875,0.23966907343516747,0.9316666666666666
23,0.14184499039802634,0.952653015046951,0.21298160748556255,0.93
24,0.13477405802676454,0.954576309537278,0.23917490337044,0.9233333333333333
