epoch,train_loss,train_acc,valid_loss,valid_acc
0,0.4266067887778087,0.9058717049439982,0.1928449886230131,0.9366666666666666
1,0.1145655311903697,0.9588188709129992,0.21118585464234155,0.93
2,0.08277131545083773,0.9720556624052494,0.1601963819935918,0.9483333333333334
3,0.0688530925628873,0.9755628464758457,0.27842469854901236,0.9183333333333333
4,0.07108084739834182,0.9730738771354226,0.2538354866206646,0.92
5,0.05831667170390471,0.9795791379115285,0.31477202093228696,0.9233333333333333
6,0.05144242708485804,0.9809933250367688,0.18788570463269327,0.9566666666666667
7,0.044612399314171214,0.9837085643172304,0.21805789528492217,0.945
8,0.05257430818277989,0.9802013802466343,0.2291811203972126,0.93
9,0.030521284707610438,0.9891390428781537,0.2641185289559265,0.9216666666666666
10,0.0367884991833497,0.9869894784477882,0.2462612804879124,0.9383333333333334
11,0.02905273012957463,0.9893087453331825,0.26345813248384126,0.9366666666666666
12,0.035183403619438315,0.9873854508428556,0.2413188632732878,0.9333333333333333
13,0.0368778921007547,0.9858581287475959,0.3323014352975103,0.92
14,0.01987867099571877,0.9929856318588075,0.24580341630947564,0.9433333333333334
15,0.02103885382106514,0.992193687068673,0.278570014310147,0.935
16,0.020291984666966845,0.9923633895237017,0.29127212685222426,0.9366666666666666
17,0.032672007013933524,0.9875551532978843,0.2686397813454581,0.94
18,0.017872295982989426,0.9930987668288268,0.34381074988438437,0.935
19,0.018873253004843125,0.9934381717388845,0.3289463693812043,0.9316666666666666
20,0.017453724966417766,0.993664441678923,0.2970369306858629,0.9383333333333334
21,0.019929923738326232,0.9923633895237017,0.3513785273147126,0.9333333333333333
22,0.016837133416842096,0.9934947392238941,0.31786521706186854,0.9366666666666666
23,0.022767843301855186,0.9916280122185768,0.28815753214682144,0.9433333333333334
24,0.014921848722789137,0.9942866840140288,0.3078341802873183,0.9433333333333334
